"No.","Time","Source","Destination","Protocol","Length","Info"
"7628","50.014786","10.50.2.42","108.158.194.56","TCP","82","60436  >  443 [ACK] Seq=2490 Ack=20810 Win=65280 Len=0 SLE=22250 SRE=24256 SLE=36115 SRE=36157 SLE=30016 SRE=31795"
"7629","50.014853","10.50.2.42","108.158.194.56","TCP","74","60436  >  443 [ACK] Seq=2490 Ack=24256 Win=65280 Len=0 SLE=36115 SRE=36157 SLE=30016 SRE=31795"
"7630","50.014926","10.50.2.42","2.16.197.20","TCP","54","60395  >  443 [ACK] Seq=13785 Ack=609463 Win=130816 Len=0"
"7631","50.015098","108.139.173.144","10.50.2.42","TCP","569","[TCP Previous segment not captured] 443  >  60445 [PSH, ACK] Seq=4321 Ack=1828 Win=71680 Len=515 [TCP PDU reassembled in 7666], Application Data, Application Data"
"7632","50.015145","10.50.2.42","108.139.173.144","TCP","66","60445  >  443 [ACK] Seq=1828 Ack=1441 Win=65280 Len=0 SLE=4321 SRE=4836"
"7633","50.015926","10.50.2.42","172.217.29.34","TLSv1.3","93","Application Data"
"7634","50.024155","10.50.2.42","10.50.0.2","DNS","81","Standard query 0xfb7a A conteudo.jsuol.com.br"
"7635","50.024653","10.50.2.42","10.50.0.2","DNS","81","Standard query 0x4d46 HTTPS conteudo.jsuol.com.br"
"7636","50.110042","10.50.2.130","224.0.0.251","MDNS","388","Standard query response 0x0000 PTR DESKTOP-ERIKSON._dosvc._tcp.local SRV 0 0 7680 DESKTOP-ERIKSON.local TXT"
"7637","50.112413","10.50.2.130","224.0.0.251","MDNS","93","Standard query 0x0000 ANY DESKTOP-ERIKSON._dosvc._tcp.local, ""QM"" question"
"7638","50.113302","2.16.197.20","10.50.2.42","TCP","2974","[TCP Previous segment not captured] 443  >  60395 [PSH, ACK] Seq=612383 Ack=13785 Win=64128 Len=2920 [TCP PDU reassembled in 7686], Application Data, Application Data"
"7639","50.113302","2.16.197.19","10.50.2.42","TLSv1.3","399","[TCP Previous segment not captured] , Application Data"
"7640","50.113385","10.50.2.42","2.16.197.20","TCP","66","[TCP Dup ACK 7630#1] 60395  >  443 [ACK] Seq=13785 Ack=609463 Win=130816 Len=0 SLE=612383 SRE=615303"
"7641","50.113453","10.50.2.42","2.16.197.19","TCP","66","[TCP Dup ACK 7571#1] 60415  >  443 [ACK] Seq=5274 Ack=27683 Win=65280 Len=0 SLE=32114 SRE=32459"
"7642","50.113585","2.16.197.19","10.50.2.42","TLSv1.3","1109","Application Data"
"7643","50.113585","2.16.197.20","10.50.2.42","TLSv1.3","1514","Application Data, Application Data, Application Data"
"7644","50.113649","10.50.2.42","2.16.197.19","TCP","66","[TCP Dup ACK 7571#2] 60415  >  443 [ACK] Seq=5274 Ack=27683 Win=65280 Len=0 SLE=32114 SRE=33514"
"7645","50.113689","10.50.2.42","2.16.197.20","TCP","66","[TCP Dup ACK 7630#2] 60395  >  443 [ACK] Seq=13785 Ack=609463 Win=130816 Len=0 SLE=612383 SRE=616763"
"7646","50.113952","10.50.0.2","10.50.2.42","DNS","389","Standard query response 0xfb7a A conteudo.jsuol.com.br CNAME d387nziaigehmj.cloudfront.net A 108.139.166.43 A 108.139.166.98 A 108.139.166.56 A 108.139.166.84 NS ns-674.awsdns-20.net NS ns-1239.awsdns-26.org NS ns-1695.awsdns-19.co.uk NS ns-369.awsdns-46.com A 205.251.193.113 A 205.251.194.162 A 205.251.196.215 A 205.251.198.159"
"7647","50.113952","10.50.0.2","10.50.2.42","DNS","205","Standard query response 0x4d46 HTTPS conteudo.jsuol.com.br CNAME d387nziaigehmj.cloudfront.net SOA ns-369.awsdns-46.com"
"7648","50.113952","2.16.197.20","10.50.2.42","TLSv1.3","1514","Application Data"
"7649","50.113952","172.217.29.34","10.50.2.42","TCP","60","443  >  60433 [ACK] Seq=41716 Ack=2574 Win=268800 Len=0"
"7650","50.114062","10.50.2.42","2.16.197.20","TCP","66","[TCP Dup ACK 7630#3] 60395  >  443 [ACK] Seq=13785 Ack=609463 Win=130816 Len=0 SLE=612383 SRE=618223"
"7651","50.114133","10.50.0.2","10.50.2.42","DNS","139","Standard query response 0xca7b HTTPS rt-cloud.terra.com.br SOA a.dns.terra.com"
"7652","50.114133","10.50.0.2","10.50.2.42","DNS","242","Standard query response 0x2c8e A rt-cloud.terra.com.br A 20.94.124.182 NS a.dns.terra.com NS d.dns.terra.com.br NS c.dns.terra.com NS b.dns.terra.com.br A 193.108.91.159 A 193.108.91.19 A 2.22.230.65 A 2.16.130.67"
"7653","50.114660","10.50.2.42","108.139.166.43","TCP","66","60447  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"7654","50.115124","10.50.2.42","20.94.124.182","TCP","66","60448  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"7655","50.119743","10.50.2.42","2.16.197.19","TLSv1.3","190","Application Data"
"7656","50.123690","108.157.173.2","10.50.2.42","TCP","1494","[TCP Spurious Retransmission] 443  >  60434 [ACK] Seq=1 Ack=1765 Win=71680 Len=1440"
"7657","50.123690","2.16.197.20","10.50.2.42","TLSv1.3","1514","[TCP Previous segment not captured] , Continuation Data"
"7658","50.123750","10.50.2.42","108.157.173.2","TCP","74","[TCP Dup ACK 7504#1] 60434  >  443 [ACK] Seq=1765 Ack=2881 Win=65280 Len=0 SLE=1 SRE=1441 SLE=5761 SRE=6114"
"7659","50.123770","10.50.2.42","10.50.0.2","DNS","81","Standard query 0x988a A jnn-pa.googleapis.com"
"7660","50.123834","10.50.2.42","2.16.197.20","TCP","74","[TCP Dup ACK 7630#4] 60395  >  443 [ACK] Seq=13785 Ack=609463 Win=130816 Len=0 SLE=621143 SRE=622603 SLE=612383 SRE=618223"
"7661","50.123962","2.16.197.20","10.50.2.42","TLSv1.3","2974","Continuation Data"
"7662","50.124009","10.50.2.42","2.16.197.20","TCP","74","[TCP Dup ACK 7630#5] 60395  >  443 [ACK] Seq=13785 Ack=609463 Win=130816 Len=0 SLE=621143 SRE=625523 SLE=612383 SRE=618223"
"7663","50.124977","10.50.2.42","10.50.0.2","DNS","81","Standard query 0xf17d HTTPS jnn-pa.googleapis.com"
"7664","50.125007","108.139.173.144","10.50.2.42","TCP","1494","[TCP Retransmission] 443  >  60445 [PSH, ACK] Seq=2881 Ack=1828 Win=71680 Len=1440 [TCP PDU reassembled in 7666]"
"7665","50.125007","2.16.197.20","10.50.2.42","TLSv1.3","1514","Continuation Data"
"7666","50.125007","108.139.173.144","10.50.2.42","TCP","1494","[TCP Retransmission] 443  >  60445 [ACK] Seq=1441 Ack=1828 Win=71680 Len=1440"
"7667","50.125075","10.50.2.42","108.139.173.144","TCP","66","[TCP Dup ACK 7632#1] 60445  >  443 [ACK] Seq=1828 Ack=1441 Win=65280 Len=0 SLE=2881 SRE=4836"
"7668","50.125112","10.50.2.42","2.16.197.20","TCP","74","[TCP Dup ACK 7630#6] 60395  >  443 [ACK] Seq=13785 Ack=609463 Win=130816 Len=0 SLE=621143 SRE=626983 SLE=612383 SRE=618223"
"7669","50.125173","10.50.2.42","108.139.173.144","TCP","54","60445  >  443 [ACK] Seq=1828 Ack=4836 Win=65280 Len=0"
"7670","50.125221","2.16.197.20","10.50.2.42","TLSv1.3","1514","Continuation Data"
"7671","50.125221","2.16.197.20","10.50.2.42","TLSv1.3","2974","[TCP Previous segment not captured] , Continuation Data"
"7672","50.125221","2.16.197.19","10.50.2.42","TCP","1109","[TCP Retransmission] 443  >  60415 [PSH, ACK] Seq=32459 Ack=5274 Win=64128 Len=1055"
"7673","50.125251","10.50.2.42","2.16.197.20","TCP","74","[TCP Dup ACK 7630#7] 60395  >  443 [ACK] Seq=13785 Ack=609463 Win=130816 Len=0 SLE=621143 SRE=628443 SLE=612383 SRE=618223"
"7674","50.125271","10.50.2.42","2.16.197.20","TCP","82","[TCP Dup ACK 7630#8] 60395  >  443 [ACK] Seq=13785 Ack=609463 Win=130816 Len=0 SLE=629903 SRE=632823 SLE=621143 SRE=628443 SLE=612383 SRE=618223"
"7675","50.125290","10.50.2.42","2.16.197.19","TCP","74","[TCP Dup ACK 7571#3] 60415  >  443 [ACK] Seq=5410 Ack=27683 Win=65280 Len=0 SLE=32459 SRE=33514 SLE=32114 SRE=33514"
"7676","50.125524","108.139.182.81","10.50.2.42","TCP","1494","[TCP Retransmission] 443  >  60421 [ACK] Seq=1441 Ack=1725 Win=71680 Len=1440"
"7677","50.125524","172.217.28.36","10.50.2.42","TCP","1466","[TCP Retransmission] 443  >  60366 [ACK] Seq=781039 Ack=224129 Win=141568 Len=1412"
"7678","50.125583","10.50.2.42","108.139.182.81","TCP","66","60421  >  443 [ACK] Seq=1725 Ack=2881 Win=65280 Len=0 SLE=5761 SRE=5966"
"7679","50.125633","10.50.2.42","172.217.28.36","TCP","66","60366  >  443 [ACK] Seq=224129 Ack=783863 Win=130816 Len=0 SLE=786687 SRE=789511"
"7680","50.127335","10.50.2.42","10.50.0.2","DNS","82","Standard query 0x77ca A static.doubleclick.net"
"7681","50.127771","10.50.2.42","10.50.0.2","DNS","82","Standard query 0x35ea HTTPS static.doubleclick.net"
"7682","50.128075","10.50.2.42","172.217.28.36","TLSv1.3","89","Application Data"
"7683","50.128415","10.50.2.42","108.139.173.144","TLSv1.3","118","Change Cipher Spec, Application Data"
"7684","50.128959","10.50.2.42","108.139.173.144","TLSv1.3","146","Application Data"
"7685","50.129256","10.50.2.42","108.139.173.144","TLSv1.3","480","Application Data"
"7686","50.133528","2.16.197.20","10.50.2.42","TLSv1.3","2974","[TCP Fast Retransmission] , Application Data"
"7687","50.133672","10.50.2.42","2.16.197.20","TCP","74","60395  >  443 [ACK] Seq=13785 Ack=618223 Win=130816 Len=0 SLE=629903 SRE=632823 SLE=621143 SRE=628443"
"7688","50.133877","2.16.197.19","10.50.2.42","TCP","2974","[TCP Fast Retransmission] 443  >  60415 [ACK] Seq=27683 Ack=5274 Win=64128 Len=2920 [TCP PDU reassembled in 7695]"
"7689","50.133945","10.50.2.42","2.16.197.19","TCP","66","60415  >  443 [ACK] Seq=5410 Ack=30603 Win=65280 Len=0 SLE=32114 SRE=33514"
"7690","50.133997","2.16.197.20","10.50.2.42","TLSv1.3","1514","Continuation Data"
"7691","50.134014","10.50.2.42","2.16.197.20","TCP","74","[TCP Dup ACK 7687#1] 60395  >  443 [ACK] Seq=13785 Ack=618223 Win=130816 Len=0 SLE=629903 SRE=634283 SLE=621143 SRE=628443"
"7692","50.147060","10.50.0.2","10.50.2.42","DNS","548","Standard query response 0x988a A jnn-pa.googleapis.com A 142.251.128.202 A 172.217.30.74 A 172.217.29.106 A 142.251.128.170 A 172.217.29.170 A 172.217.29.202 A 172.217.29.234 A 142.250.219.234 A 142.250.219.202 A 172.217.30.42 A 172.217.29.138 A 172.217.28.138 A 172.217.30.10 A 172.217.28.42 A 142.251.128.234 A 142.251.129.10 NS ns2.google.com NS ns1.google.com NS ns4.google.com NS ns3.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a"
"7693","50.147060","52.253.67.116","10.50.2.42","TCP","690","[TCP Retransmission] 443  >  60432 [PSH, ACK] Seq=7973 Ack=2604 Win=64512 Len=636"
"7694","50.151263","2.16.197.20","10.50.2.42","TLSv1.3","1514","Continuation Data"
"7695","50.151263","2.16.197.19","10.50.2.42","TCP","257","[TCP Out-Of-Order] 443  >  60415 [PSH, ACK] Seq=30603 Ack=5410 Win=64128 Len=203"
"7696","50.151263","2.16.197.20","10.50.2.42","TCP","1514","[TCP Out-Of-Order] 443  >  60395 [ACK] Seq=618223 Ack=13785 Win=64128 Len=1460"
"7697","50.151263","2.16.197.20","10.50.2.42","TCP","1514","[TCP Out-Of-Order] 443  >  60395 [ACK] Seq=619683 Ack=13785 Win=64128 Len=1460"
"7698","50.151263","108.139.166.43","10.50.2.42","TCP","66","443  >  60447 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=512"
"7699","50.151263","2.16.197.20","10.50.2.42","TCP","1514","[TCP Out-Of-Order] 443  >  60395 [ACK] Seq=628443 Ack=13785 Win=64128 Len=1460"
"7700","50.151263","20.10.16.51","10.50.2.42","TCP","66","443  >  60446 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1440 SACK_PERM WS=128"
"7701","50.151263","2.16.197.20","10.50.2.42","TLSv1.3","4434","Continuation Data"
"7702","50.151471","10.50.2.42","2.16.197.20","TCP","74","[TCP Dup ACK 7687#2] 60395  >  443 [ACK] Seq=13785 Ack=618223 Win=130816 Len=0 SLE=629903 SRE=635743 SLE=621143 SRE=628443"
"7703","50.151695","10.50.2.42","2.16.197.19","TCP","66","60415  >  443 [ACK] Seq=5410 Ack=30806 Win=65280 Len=0 SLE=32114 SRE=33514"
"7704","50.151824","10.50.2.42","2.16.197.20","TCP","74","60395  >  443 [ACK] Seq=13785 Ack=619683 Win=130816 Len=0 SLE=629903 SRE=635743 SLE=621143 SRE=628443"
"7705","50.151902","10.50.2.42","2.16.197.20","TCP","66","60395  >  443 [ACK] Seq=13785 Ack=628443 Win=130816 Len=0 SLE=629903 SRE=635743"
"7706","50.152051","10.50.2.42","2.16.197.20","TCP","54","60395  >  443 [ACK] Seq=13785 Ack=635743 Win=130816 Len=0"
"7707","50.152150","10.50.2.42","108.139.166.43","TCP","54","60447  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"7708","50.152179","10.50.2.42","20.10.16.51","TCP","54","60446  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"7709","50.152198","10.50.2.42","2.16.197.20","TCP","54","60395  >  443 [ACK] Seq=13785 Ack=640123 Win=130816 Len=0"
"7710","50.153498","10.50.2.42","108.139.166.43","TCP","1494","60447  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1440 [TCP PDU reassembled in 7711]"
"7711","50.153498","10.50.2.42","108.139.166.43","TLSv1.3","409","Client Hello (SNI=conteudo.jsuol.com.br)"
"7712","50.154452","10.50.2.42","20.10.16.51","TCP","1494","60446  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1440 [TCP PDU reassembled in 7713]"
"7713","50.154452","10.50.2.42","20.10.16.51","TLSv1.2","368","Client Hello (SNI=z.clarity.ms)"
"7714","50.156154","10.50.2.42","142.251.128.202","TCP","66","60449  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"7715","50.162187","2.16.197.20","10.50.2.42","TLSv1.3","1514","Continuation Data"
"7716","50.162187","108.139.182.81","10.50.2.42","TCP","1494","[TCP Retransmission] 443  >  60421 [ACK] Seq=2881 Ack=1725 Win=71680 Len=1440"
"7717","50.162349","10.50.2.42","108.139.182.81","TCP","66","60421  >  443 [ACK] Seq=1725 Ack=4321 Win=65280 Len=0 SLE=5761 SRE=5966"
"7718","50.162430","10.50.2.42","2.16.197.20","TCP","54","60395  >  443 [ACK] Seq=13785 Ack=641583 Win=130816 Len=0"
"7719","50.162558","108.139.182.81","10.50.2.42","TCP","1494","[TCP Retransmission] 443  >  60421 [ACK] Seq=4321 Ack=1725 Win=71680 Len=1440"
"7720","50.162640","10.50.2.42","108.139.182.81","TCP","54","60421  >  443 [ACK] Seq=1725 Ack=5966 Win=65280 Len=0"
"7721","50.163235","10.50.2.42","108.139.182.81","TLSv1.2","118","Change Cipher Spec, Application Data"
"7722","50.174658","10.50.0.2","10.50.2.42","DNS","356","Standard query response 0x77ca A static.doubleclick.net A 142.251.135.230 NS ns3.google.com NS ns2.google.com NS ns1.google.com NS ns4.google.com A 216.239.32.10 AAAA 2001:4860:4802:32::a A 216.239.34.10 AAAA 2001:4860:4802:34::a A 216.239.36.10 AAAA 2001:4860:4802:36::a A 216.239.38.10 AAAA 2001:4860:4802:38::a"
"7723","50.174658","10.50.0.2","10.50.2.42","DNS","142","Standard query response 0x35ea HTTPS static.doubleclick.net SOA ns1.google.com"
"7724","50.174658","108.139.166.43","10.50.2.42","TCP","60","443  >  60447 [ACK] Seq=1 Ack=1441 Win=1013760 Len=0"
"7725","50.174658","20.10.16.51","10.50.2.42","TCP","60","443  >  60446 [ACK] Seq=1 Ack=1441 Win=1013760 Len=0"
"7726","50.175131","2.16.197.19","10.50.2.42","TCP","1362","[TCP Retransmission] 443  >  60415 [PSH, ACK] Seq=30806 Ack=5410 Win=64128 Len=1308"
"7727","50.175131","2.16.197.20","10.50.2.42","TLSv1.3","1514","Continuation Data"
"7728","50.175274","10.50.2.42","2.16.197.19","TCP","54","60415  >  443 [ACK] Seq=5410 Ack=33514 Win=65280 Len=0"
"7729","50.175416","2.16.197.20","10.50.2.42","TLSv1.3","1514","Continuation Data"
"7730","50.175455","10.50.2.42","2.16.197.20","TCP","54","60395  >  443 [ACK] Seq=13785 Ack=644503 Win=130816 Len=0"
"7731","50.175497","10.50.2.42","142.251.135.230","TCP","66","60450  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"7732","50.176685","10.50.2.42","52.253.67.116","TLSv1.3","137","Application Data"
"7733","50.176826","10.50.2.42","52.253.67.116","TLSv1.3","181","Application Data"
"7734","50.191995","2.16.197.19","10.50.2.42","TLSv1.3","1304","Application Data, Application Data"
"7735","50.191995","2.16.197.20","10.50.2.42","TCP","1514","443  >  60395 [ACK] Seq=644503 Ack=13785 Win=64128 Len=1460"
"7736","50.193413","2.16.197.20","10.50.2.42","TCP","1514","443  >  60395 [PSH, ACK] Seq=645963 Ack=13785 Win=64128 Len=1460"
"7737","50.193413","108.139.173.144","10.50.2.42","TCP","60","443  >  60445 [ACK] Seq=4836 Ack=1984 Win=71680 Len=0"
"7738","50.193413","108.139.173.144","10.50.2.42","TCP","60","443  >  60445 [ACK] Seq=4836 Ack=2410 Win=74240 Len=0"
"7739","50.193413","108.139.173.144","10.50.2.42","TLSv1.3","233","Application Data"
"7740","50.193413","172.217.28.36","10.50.2.42","TCP","2878","[TCP Retransmission] 443  >  60366 [PSH, ACK] Seq=783863 Ack=224129 Win=141568 Len=2824"
"7741","50.193413","172.217.28.36","10.50.2.42","TCP","1466","[TCP Retransmission] 443  >  60366 [ACK] Seq=789511 Ack=224129 Win=141568 Len=1412"
"7742","50.193413","108.139.173.144","10.50.2.42","TLSv1.3","125","Application Data"
"7743","50.193413","172.217.28.36","10.50.2.42","TCP","1466","[TCP Retransmission] 443  >  60366 [ACK] Seq=790923 Ack=224129 Win=141568 Len=1412"
"7744","50.193413","108.139.173.144","10.50.2.42","TCP","4374","443  >  60445 [PSH, ACK] Seq=5086 Ack=2410 Win=74240 Len=4320 [TCP PDU reassembled in 8016]"
"7745","50.193413","108.139.166.43","10.50.2.42","TCP","66","443  >  60447 [ACK] Seq=1 Ack=1796 Win=1013760 Len=0 SLE=1 SRE=1796"
"7746","50.193413","108.139.173.144","10.50.2.42","TCP","2934","443  >  60445 [ACK] Seq=9406 Ack=2410 Win=74240 Len=2880 [TCP PDU reassembled in 8016]"
"7747","50.193413","108.139.173.144","10.50.2.42","TCP","1494","443  >  60445 [PSH, ACK] Seq=12286 Ack=2410 Win=74240 Len=1440 [TCP PDU reassembled in 8016]"
"7748","50.193413","108.139.166.43","10.50.2.42","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"7749","50.193413","108.139.166.43","10.50.2.42","TCP","1494","443  >  60447 [PSH, ACK] Seq=1441 Ack=1796 Win=71680 Len=1440 [TCP PDU reassembled in 7825]"
"7750","50.193413","142.251.128.202","10.50.2.42","TCP","66","443  >  60449 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"7751","50.193413","108.139.166.43","10.50.2.42","TCP","431","[TCP Previous segment not captured] 443  >  60447 [PSH, ACK] Seq=5761 Ack=1796 Win=71680 Len=377 [TCP PDU reassembled in 7825], Application Data, Application Data"
"7752","50.193684","10.50.2.42","172.217.28.36","TCP","54","60366  >  443 [ACK] Seq=224164 Ack=789511 Win=130816 Len=0"
"7753","50.193935","10.50.2.42","108.139.166.43","TCP","66","60447  >  443 [ACK] Seq=1796 Ack=2881 Win=65280 Len=0 SLE=5761 SRE=6138"
"7754","50.193967","10.50.2.42","2.16.197.20","TCP","54","60395  >  443 [ACK] Seq=13785 Ack=647423 Win=130816 Len=0"
"7755","50.193986","10.50.2.42","108.139.173.144","TCP","54","60445  >  443 [ACK] Seq=2410 Ack=13726 Win=65280 Len=0"
"7756","50.194000","10.50.2.42","172.217.28.36","TCP","54","60366  >  443 [ACK] Seq=224164 Ack=792335 Win=130816 Len=0"
"7757","50.194018","10.50.2.42","142.251.128.202","TCP","54","60449  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"7758","50.194132","172.217.28.36","10.50.2.42","TCP","60","443  >  60366 [ACK] Seq=796571 Ack=224164 Win=141568 Len=0"
"7759","50.194132","108.139.173.144","10.50.2.42","TLSv1.3","1494","[TCP Previous segment not captured] , Continuation Data"
"7760","50.194132","2.16.197.20","10.50.2.42","TLSv1.3","351","[TCP Previous segment not captured] , Continuation Data"
"7761","50.194132","64.233.186.157","10.50.2.42","TCP","1466","443  >  60441 [ACK] Seq=2825 Ack=1830 Win=268032 Len=1412 [TCP PDU reassembled in 7903]"
"7762","50.194132","108.139.182.81","10.50.2.42","TCP","60","443  >  60421 [ACK] Seq=5966 Ack=1789 Win=71680 Len=0"
"7763","50.194132","108.139.182.81","10.50.2.42","TCP","233","443  >  60421 [PSH, ACK] Seq=5966 Ack=1789 Win=71680 Len=179"
"7764","50.194132","108.139.182.81","10.50.2.42","TCP","116","443  >  60421 [PSH, ACK] Seq=6145 Ack=1789 Win=71680 Len=62"
"7765","50.194132","142.251.135.230","10.50.2.42","TCP","66","443  >  60450 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"7766","50.194205","10.50.2.42","108.139.173.144","TCP","66","[TCP Dup ACK 7755#1] 60445  >  443 [ACK] Seq=2410 Ack=13726 Win=65280 Len=0 SLE=26686 SRE=28126"
"7767","50.194227","10.50.2.42","2.16.197.20","TCP","66","[TCP Dup ACK 7754#1] 60395  >  443 [ACK] Seq=13785 Ack=647423 Win=130816 Len=0 SLE=651803 SRE=652100"
"7768","50.194337","10.50.2.42","108.139.182.81","TCP","54","60421  >  443 [ACK] Seq=1789 Ack=6207 Win=65280 Len=0"
"7769","50.194357","10.50.2.42","142.251.135.230","TCP","54","60450  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"7770","50.195517","10.50.2.42","142.251.128.202","TCP","1466","60449  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 7771]"
"7771","50.195517","10.50.2.42","142.251.128.202","TLSv1.2","469","Client Hello (SNI=jnn-pa.googleapis.com)"
"7772","50.195913","10.50.2.42","108.139.173.144","TLSv1.3","85","Application Data"
"7773","50.196549","10.50.2.42","142.251.135.230","TCP","1466","60450  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 7774]"
"7774","50.196549","10.50.2.42","142.251.135.230","TLSv1.2","438","Client Hello (SNI=static.doubleclick.net)"
"7775","50.210533","2.16.197.21","10.50.2.42","TLSv1.2","1173","[TCP Previous segment not captured] , Ignored Unknown Record"
"7776","50.210589","10.50.2.42","2.16.197.21","TCP","66","[TCP Dup ACK 6802#1] 60431  >  443 [ACK] Seq=1823 Ack=1 Win=65280 Len=0 SLE=2921 SRE=4040"
"7777","50.215132","142.251.135.230","10.50.2.42","TCP","60","443  >  60450 [ACK] Seq=1 Ack=1413 Win=994048 Len=0"
"7778","50.215132","142.251.128.202","10.50.2.42","TCP","60","443  >  60449 [ACK] Seq=1 Ack=1413 Win=994048 Len=0"
"7779","50.217283","10.50.2.42","10.50.0.2","DNS","75","Standard query 0x22e7 A www.gstatic.com"
"7780","50.217530","10.50.2.42","10.50.0.2","DNS","75","Standard query 0x1653 HTTPS www.gstatic.com"
"7781","50.217636","2.16.197.20","10.50.2.42","TCP","1514","[TCP Retransmission] 443  >  60395 [ACK] Seq=647423 Ack=13785 Win=64128 Len=1460"
"7782","50.217711","10.50.2.42","2.16.197.20","TCP","66","60395  >  443 [ACK] Seq=13785 Ack=648883 Win=130816 Len=0 SLE=651803 SRE=652100"
"7783","50.226163","10.50.2.42","2.16.197.19","TLSv1.3","217","Application Data"
"7784","50.226268","10.50.2.42","2.16.197.19","TLSv1.3","160","Application Data"
"7785","50.226347","10.50.2.42","2.16.197.20","TLSv1.3","223","Application Data"
"7786","50.226518","10.50.2.42","2.16.197.20","TLSv1.3","156","Application Data"
"7787","50.227020","10.50.2.42","2.16.197.20","TLSv1.3","157","Application Data"
"7788","50.230252","108.139.173.144","10.50.2.42","TLSv1.3","1494","[TCP Previous segment not captured] , Continuation Data"
"7789","50.230332","10.50.2.42","108.139.173.144","TCP","74","[TCP Dup ACK 7755#2] 60445  >  443 [ACK] Seq=2441 Ack=13726 Win=65280 Len=0 SLE=43966 SRE=45406 SLE=26686 SRE=28126"
"7790","50.230456","10.50.2.42","10.50.0.2","DNS","80","Standard query 0x3234 A accounts.youtube.com"
"7791","50.230804","10.50.2.42","10.50.0.2","DNS","80","Standard query 0x878c HTTPS accounts.youtube.com"
"7792","50.236513","108.139.173.144","10.50.2.42","TLSv1.3","1494","Continuation Data"
"7793","50.236513","108.139.173.144","10.50.2.42","TLSv1.3","1494","Continuation Data"
"7794","50.236513","172.217.28.36","10.50.2.42","TCP","1466","[TCP Retransmission] 443  >  60366 [ACK] Seq=792335 Ack=224164 Win=141568 Len=1412"
"7795","50.236513","108.139.173.144","10.50.2.42","TLSv1.3","1494","Continuation Data"
"7796","50.236513","108.139.173.144","10.50.2.42","TLSv1.3","1494","Continuation Data"
"7797","50.236513","108.139.173.144","10.50.2.42","TLSv1.3","1494","Continuation Data"
"7798","50.236625","10.50.2.42","108.139.173.144","TCP","74","[TCP Dup ACK 7755#3] 60445  >  443 [ACK] Seq=2441 Ack=13726 Win=65280 Len=0 SLE=43966 SRE=46846 SLE=26686 SRE=28126"
"7799","50.236678","10.50.2.42","108.139.173.144","TCP","74","[TCP Dup ACK 7755#4] 60445  >  443 [ACK] Seq=2441 Ack=13726 Win=65280 Len=0 SLE=43966 SRE=48286 SLE=26686 SRE=28126"
"7800","50.236736","10.50.2.42","108.139.173.144","TCP","74","[TCP Dup ACK 7755#5] 60445  >  443 [ACK] Seq=2441 Ack=13726 Win=65280 Len=0 SLE=43966 SRE=49726 SLE=26686 SRE=28126"
"7801","50.236755","10.50.2.42","108.139.173.144","TCP","74","[TCP Dup ACK 7755#6] 60445  >  443 [ACK] Seq=2441 Ack=13726 Win=65280 Len=0 SLE=43966 SRE=51166 SLE=26686 SRE=28126"
"7802","50.236769","10.50.2.42","108.139.173.144","TCP","74","[TCP Dup ACK 7755#7] 60445  >  443 [ACK] Seq=2441 Ack=13726 Win=65280 Len=0 SLE=43966 SRE=52606 SLE=26686 SRE=28126"
"7803","50.236837","172.217.28.36","10.50.2.42","TCP","1466","[TCP Retransmission] 443  >  60366 [ACK] Seq=793747 Ack=224164 Win=141568 Len=1412"
"7804","50.236837","172.217.28.36","10.50.2.42","TCP","1466","[TCP Retransmission] 443  >  60366 [ACK] Seq=795159 Ack=224164 Win=141568 Len=1412"
"7805","50.236837","2.16.197.20","10.50.2.42","TCP","1514","[TCP Retransmission] 443  >  60395 [ACK] Seq=648883 Ack=13785 Win=64128 Len=1460"
"7806","50.236837","108.139.173.144","10.50.2.42","TLSv1.3","1494","Continuation Data"
